79;АКБАШ,Акбаш;{"name": "Акбаш","statCode": "2024707","country": "Россия"}
80;АКДАЛА,Акдала;{"name": "Акдала","statCode": "2700884","country": "Казахстан"}
81;АКЕСПЕ,Разъезд Акеспе;{"name": "Разъезд Акеспе","statCode": "2705802","country": "Казахстан"}
82;АКЖАЙДАК,Акжайдак;{"name": "Акжайдак","statCode": "2708924","country": "Казахстан"}
83;Акжигит;{"name": "Акжигит","statCode": "2900877","country": "Узбекистан"}
84;АКИМОВКА,Акимовка;{"name": "Акимовка","statCode": "2210675","country": "Украина"}
85;АККАРЖА,Аккаржа;{"name": "Аккаржа","statCode": "2208483","country": "Украина"}
86;АККАХАРЬЮ,Аккахарью;{"name": "Аккахарью","statCode": "2004259","country": "Россия"}
87;АККЕМЕР,Аккемир;{"name": "Аккемир","statCode": "2704848","country": "Казахстан"}
88;АККУМ,Аккум;{"name": "Аккум","statCode": "2704942","country": "Казахстан"}
89;АКМАЯ,Акмая;{"name": "Акмая","statCode": "2704936","country": "Казахстан"}
90;АКМЯНЕ,Акмяне;{"name": "Акмяне","statCode": "2401397","country": "Литва"}
91;АКНАН,Акнан;{"name": "Акнан","statCode": "2700907","country": "Казахстан"}
92;АКОН'ЯРВИ,Аконъярви;{"name": "Аконъярви","statCode": "2004288","country": "Россия"}
93;АКСАЙ,Аксай;{"name": "Аксай","statCode": "2064640"}
94;АКСАКОВО,Аксаково;{"name": "Аксаково","statCode": "2024680"}
95;АКСАРАЙСК,Аксарайская;{"name": "Аксарайская","statCode": "2020925"}
96;АКСАРИХА,Аксариха;{"name": "Аксариха","statCode": "2030245","country": "Россия"}
97;АКСЕНГЕР,Аксенгир;{"name": "Аксенгир","statCode": "2700732","country": "Казахстан"}
98;АКСЕНИХА,Аксениха;{"name": "Аксениха","statCode": "2044741","country": "Россия"}
99;АКСЕНОВО,Аксеново;{"name": "Аксеново","statCode": "2024656"}
100;АКСТАФА,Акстафа;{"name": "Акстафа","statCode": "5700790","country": "Азербайджан"}
101;Аксу;{"name": "Аксу","statCode": "2042694","country": "Россия"}
102;АКСУАТ,Аксуат;{"name": "Аксуат","statCode": "2708845","country": "Казахстан"}
103;АКТАЙ,Ктай;{"name": "Ктай","statCode": "2708962","country": "Казахстан"}
104;АКТАСТЫ,Актасты;{"name": "Актасты","statCode": "2708991","country": "Казахстан"}
105;АКТАУТАС,Актаутас;{"name": "Актаутас","statCode": "2700855","country": "Казахстан"}
106;АКТАШ,Акташ;{"name": "Акташ","statCode": "2024875","country": "Россия"}
107;АКТОБЕ,Актюбинск;{"name": "Актюбинск","statCode": "2704600"}
108;АКТОГАЙ,Актогай;{"name": "Актогай","statCode": "2700670","country": "Казахстан"}
109;АКУЛЬШЕТ,Акульшет;{"name": "Акульшет","statCode": "2054753","country": "Россия"}
110;АКУР,Акур;{"name": "Акур","statCode": "2034452","country": "Россия"}
111;АКШАГЫЛ,Акшагыл;{"name": "Акшагыл","statCode": "2708926","country": "Казахстан"}
112;АКШОКАТ,Акшокат;{"name": "Акшокат","statCode": "2700906","country": "Казахстан"}
113;АКЫР ТЮБЕ,Акыр-Тюбе;{"name": "Акыр-Тюбе","statCode": "2700847","country": "Казахстан"}
114;АЛ ГАЙ,Александров Гай;{"name": "Александров Гай","statCode": "2020906"}
115;АЛ НЕВСКАЯ,Александро-Невская;{"name": "Александро-Невская","statCode": "2014412"}
116;АЛА АЙГИР,Ала-Айгир;{"name": "Ала-Айгир","statCode": "2700821","country": "Казахстан"}
117;АЛА ТАУ,Ала-Тау;{"name": "Ала-Тау","statCode": "2038267","country": "Россия"}
118;АЛАБАС,Алабаз;{"name": "Алабаз","statCode": "2704858","country": "Казахстан"}
119;АЛАБАШЛЫ,Алабашлы;{"name": "Алабашлы","statCode": "5700738","country": "Азербайджан"}
120;АЛАЖИДЕ,Алажиде;{"name": "Алажиде","statCode": "2700777","country": "Казахстан"}
121;АЛАКУЛЬ,Алакуль;{"name": "Алакуль","statCode": "2040495","country": "Россия"}
122;АЛАЛАМПИ,Алалампи;{"name": "Алалампи","statCode": "2004272","country": "Россия"}
123;АЛАМБАЙ,Аламбай;{"name": "Аламбай","statCode": "2044817"}
124;АЛАНАП,Аланап;{"name": "Аланап","statCode": "2048586"}
125;АЛАПАЕВСК,Алапаевск;{"name": "Алапаевск","statCode": "2030160"}
126;АЛАТТУ,Алатту;{"name": "Алатту","statCode": "2004274","country": "Россия"}
127;АЛАТУН,Алатун;{"name": "Алатун","statCode": "2900789","country": "Узбекистан"}
128;АЛАТЫРЬ,Алатырь;{"name": "Алатырь","statCode": "2060335"}
129;АЛБАБА,Албаба;{"name": "Албаба","statCode": "2060605","country": "Россия"}
130;АЛБАШИ,Албаши;{"name": "Албаши","statCode": "2064148","country": "Россия"}
131;АЛГА,Алга;{"name": "Алга","statCode": "2704845","country": "Казахстан"}
132;АЛГАБАС,Алгабас;{"name": "Алгабас","statCode": "2704966","country": "Казахстан"}
133;АЛГАИН,Алгаин;{"name": "Алгаин","statCode": "2028119"}
134;АЛГАШЕТ,Алгашет;{"name": "Алгашет","statCode": "2054304","country": "Россия"}
135;АЛДАН,Алдан;{"name": "Алдан","statCode": "2018000"}
136;АЛЕБАСТРОВ,Алебастровая;{"name": "Алебастровая","statCode": "2214097","country": "Украина"}
137;АЛЕБАСТРОВ,Алебастрово;{"name": "Алебастрово","statCode": "2031268","country": "Россия"}
138;АЛЕЙСКАЯ,Алейская;{"name": "Алейская","statCode": "2044680"}
139;АЛЕКС,Александрия-Ровенская;{"name": "Александрия-Ровенская","statCode": "2218524","country": "Украина"}
140;АЛЕКСАН,Александров 2;{"name": "Александров 2","statCode": "2000019"}
141;АЛЕКСАНД 1,Александров 1;{"name": "Александров 1","statCode": "2000920"}
142;АЛЕКСАНДР,Александрия;{"name": "Александрия","statCode": "2208380","country": "Украина"}
143;АЛЕКСАНДР,Александров;{"name": "Александров","statCode": "2000921"}
144;АЛЕКСАНДР,Александровка (Николаевская обл., Украина);{"name": "Александровка (Николаевская обл., Украина)","statCode": "2209384"}
145;АЛЕКСАНДР,Александровка (Саратовская обл., Россия);{"name": "Александровка (Саратовская обл., Россия)","statCode": "2020387"}
146;АЛЕКСАНДР,Александровск;{"name": "Александровск","statCode": "2064682"}
147;АЛЕКСАНДР,ОП Александровка;{"name": "ОП Александровка","statCode": "2000734","country": "Россия"}
148;АЛЕКСЕЕВКА,Алексеевка;{"name": "Алексеевка","statCode": "2014460"}
149;АЛЕКСИКОВО,Алексиково;{"name": "Алексиково","statCode": "2020941"}
150;АЛЕКСИН,Алексин;{"name": "Алексин","statCode": "2000191"}
151;АЛЕУР,Алеур;{"name": "Алеур","statCode": "2050412"}
152;АЛЕШИНКА,Алешинка;{"name": "Алешинка","statCode": "2004088","country": "Россия"}
153;АЛЖАН,Альджан;{"name": "Альджан","statCode": "2704844"}
154;АЛЗАМАЙ,Алзамай;{"name": "Алзамай","statCode": "2054265"}
155;АЛИЯГА,Алияга;{"name": "Алияга","statCode": "2208495","country": "Украина"}
156;АЛКАУ,Алкау;{"name": "Алкау","statCode": "2708919","country": "Казахстан"}
157;АЛКИНО,Алкино;{"name": "Алкино","statCode": "2024662","country": "Россия"}
158;АЛЛАГУВАТ,Аллагуват;{"name": "Аллагуват","statCode": "2024768","country": "Россия"}
159;АЛМА АТА 1,Алма-Ата 1;{"name": "Алма-Ата 1","statCode": "2700002"}
160;АЛМА АТА 2,Алма-Ата 2;{"name": "Алма-Ата 2","statCode": "2700001"}
161;АЛМА АТА,Алма-Ата;{"name": "Алма-Ата","statCode": "2700000"}
162;АЛНАШИ,Алнаши;{"name": "Алнаши","statCode": "2060369","country": "Россия"}
163;АЛОНКА,Алонка;{"name": "Алонка","statCode": "2048001","country": "Россия"}
164;АЛОТЕНЕ,Алотене;{"name": "Алотене","statCode": "2500100","country": "Латвия"}
165;АЛТАЙ ПЛОЩ,Алтайская Площадка;{"name": "Алтайская Площадка","statCode": "2045754","country": "Россия"}
166;АЛТАЙСКАЯ,Алтайская;{"name": "Алтайская","statCode": "2044802"}
167;АЛТАТА,Алтата;{"name": "Алтата","statCode": "2020892"}
168;АЛТУХОВО,Алтухово;{"name": "Алтухово","statCode": "2000813"}
169;АЛТЫАРЫК,Алтыарык;{"name": "Алтыарык","statCode": "2900709","country": "Узбекистан"}
170;АЛТЫН ТАШ,Алтын-Таш;{"name": "Алтын-Таш","statCode": "2042702","country": "Россия"}
171;АЛТЫНАЙ,Алтынай;{"name": "Алтынай","statCode": "2030228"}
172;АЛТЫНДАЛА,Алтындала;{"name": "Алтындала","statCode": "2700089","country": "Казахстан"}
173;АЛТЫНКОЛАТ,Алтынколат;{"name": "Алтынколат","statCode": "2700736","country": "Казахстан"}
174;АЛТЫНКУЛЬ,Алтынкуль;{"name": "Алтынкуль","statCode": "2900725","country": "Узбекистан"}
175;АЛТЫНОВКА,Алтыновка;{"name": "Алтыновка","statCode": "2200286","country": "Украина"}
176;АЛТЫНТАУ,Алтынтау;{"name": "Алтынтау","statCode": "2708975","country": "Казахстан"}
177;АЛУКСНЕ,Алуксне;{"name": "Алуксне","statCode": "2500061","country": "Латвия"}
178;АЛФИМОВО,Алфимово;{"name": "Алфимово","statCode": "2004079"}
179;АЛХО,Алхо;{"name": "Алхо","statCode": "2004257","country": "Россия"}
180;АЛЬБА,Альба;{"name": "Альба","statCode": "2068496"}
181;АЛЬМЕЖ,Альмеж;{"name": "Альмеж","statCode": "2060488"}
182;АЛЬМЕТЬЕВС,Альметьевская;{"name": "Альметьевская","statCode": "2024713"}
183;АЛЬМУХАМЕД,Альмухамедово;{"name": "Альмухамедово","statCode": "2040399","country": "Россия"}
184;АЛЯБЬЕВО,Алябьево;{"name": "Алябьево","statCode": "2030167"}
185;АЛЯТ ГЛАВ,Алят-Главная;{"name": "Алят-Главная","statCode": "5700721","country": "Азербайджан"}
186;АМАЗАР,Амазар;{"name": "Амазар","statCode": "2050344"}
187;АМАЛЯЙ,Амаляй;{"name": "Амаляй","statCode": "2400363"}
188;АМАНГЕЛЬДЫ,Амангельды;{"name": "Амангельды","statCode": "2704973","country": "Казахстан"}
189;АМАНКАРГАЙ,Аманкарагай;{"name": "Аманкарагай","statCode": "2709942","country": "Казахстан"}
190;АМБАРНЫЙ,Амбарный;{"name": "Амбарный","statCode": "2004707"}
191;АМБАРЫ,Амбары;{"name": "Амбары","statCode": "2204495","country": "Украина"}
192;АМВРОСИЕВК,Амвросиевка;{"name": "Амвросиевка","statCode": "2214247","country": "Украина"}
193;АМГАН,Амган;{"name": "Амган","statCode": "2048027","country": "Россия"}
194;АМГУНЬ,Амгунь;{"name": "Амгунь","statCode": "2048065","country": "Россия"}
195;АМЗЯ,Амзя;{"name": "Амзя","statCode": "2060539"}
196;АМИРОВКА,Амировка;{"name": "Амировка","statCode": "2024687","country": "Россия"}
197;АМСТЕРДАМ,Амстердам;{"name": "Амстердам","statCode": "8400058"}
198;АМТА РЗД,Амта;{"name": "Амта","statCode": "2064556","country": "Россия"}
199;АМУЗАНГ,Амузанг;{"name": "Амузанг","statCode": "2900167","country": "Узбекистан"}
200;АМУР,Амур;{"name": "Амур","statCode": "2034616"}
201;АМШОР,Амшор;{"name": "Амшор","statCode": "2010065","country": "Россия"}
202;АМЫДЕРЯ,Амыдеря;{"name": "Амыдеря","statCode": "6700240","country": "Туркмения"}
203;АНА КУЛЬ,Разъезд Ана-Куль;{"name": "Разъезд Ана-Куль","statCode": "2704909","country": "Казахстан"}
204;АНАМАКИТ,Анамакит;{"name": "Анамакит","statCode": "2054115","country": "Россия"}
205;АНАПА,Анапа;{"name": "Анапа","statCode": "2064188"}
206;АНАР,Анар;{"name": "Анар","statCode": "2708903","country": "Казахстан"}
207;АНАТОЛИЙ,Анатолий;{"name": "Анатолий","statCode": "2044009","country": "Россия"}
208;АНАТОЛЬСК,Анатольская;{"name": "Анатольская","statCode": "2030121"}
209;АНБАШСКАЯ,Анбашская;{"name": "Анбашская","statCode": "2041613","country": "Россия"}
210;АНГАРАКАН,Ангаракан;{"name": "Ангаракан","statCode": "2054126","country": "Россия"}
211;АНГАРИЧ,Ангарич;{"name": "Ангарич","statCode": "2050452","country": "Россия"}
212;АНГАРСК,Ангарск;{"name": "Ангарск","statCode": "2054260"}
213;АНГАСОЛКА,Ангасолка;{"name": "Ангасолка","statCode": "2054823"}
214;АНГАТЫ,Ангаты;{"name": "Ангаты","statCode": "2704967","country": "Казахстан"}
215;АНГЕЛИНСК,Ангелинская;{"name": "Ангелинская","statCode": "2064162","country": "Россия"}
216;АНГОЯ,Ангоя;{"name": "Ангоя","statCode": "2054112"}
217;АНДИЖАН 1,Андижан 1;{"name": "Андижан 1","statCode": "2900680","country": "Узбекистан"}
218;АНДИЖАН 2,Андижан 2;{"name": "Андижан 2","statCode": "2900677","country": "Узбекистан"}
219;АНДОМА,Андома;{"name": "Андома","statCode": "2010149","country": "Россия"}
220;АНДРЕАПОЛЬ,Андреаполь;{"name": "Андреаполь","statCode": "2004482"}
221;АНДРЕЕВКА,Андреевка;{"name": "Андреевка","statCode": "2014718","country": "Россия"}
222;АНДРЕЕДМИТ,Андреедмитриевка;{"name": "Андреедмитриевка","statCode": "2064073"}
223;АНДРЕЙШУР,Андрейшур;{"name": "Андрейшур","statCode": "2060509"}
224;АНДРЕЯШЕВК,Андреяшевка;{"name": "Андреяшевка","statCode": "2204539","country": "Украина"}
225;АНДРИАНОВ,Андриановичи;{"name": "Андриановичи","statCode": "2030184","country": "Россия"}
226;АНДРИАНОВС,Андриановская;{"name": "Андриановская","statCode": "2054862","country": "Россия"}
227;АНДРУСОВО,Андрусово;{"name": "Андрусово","statCode": "2200163","country": "Украина"}
228;АНЖЕРСКАЯ,Анжерская;{"name": "Анжерская","statCode": "2028010"}
229;АНЗЕБИ,Анзеби;{"name": "Анзеби","statCode": "2054275"}
230;АНИСОВКА,Анисовка;{"name": "Анисовка","statCode": "2020872"}
231;АННЕНСК,Анненск;{"name": "Анненск","statCode": "2040392"}
232;АНОСОВО,Аносово;{"name": "Аносово","statCode": "2041501","country": "Россия"}
233;АНОСОВСКАЯ,Аносовская;{"name": "Аносовская","statCode": "2048010"}
234;АНРАХАЙ,Анрахай;{"name": "Анрахай","statCode": "2700817","country": "Казахстан"}
235;АНТАБАРЫ,Антабары;{"name": "Антабары","statCode": "2030494","country": "Россия"}
236;АНТИПИХА,Антипиха;{"name": "Антипиха","statCode": "2050497","country": "Россия"}
237;АНТОНОВКА,Антоновка (Ровенская обл., Украина);{"name": "Антоновка (Ровенская обл., Украина)","statCode": "2218120"}
238;АНТОНОВКА,Антоновка (Херсонская обл., Украина);{"name": "Антоновка (Херсонская обл., Украина)","statCode": "2209507"}
239;АНТОПОЛЬ,Антополь;{"name": "Антополь","statCode": "2100561","country": "Беларусь"}
240;АНТРОПОВО,Антропово (Костромская обл., Россия);{"name": "Антропово (Костромская обл., Россия)","statCode": "2010264"}
241;АНТРОПОВО,Антропово (Красноярский край, Россия);{"name": "Антропово (Красноярский край, Россия)","statCode": "2038300"}
242;АНУЧИНО,Анучино;{"name": "Анучино","statCode": "2024538","country": "Россия"}
243;АНЦИФ МОЛ,Анциферово-Мологское;{"name": "Анциферово-Мологское","statCode": "2004624"}
244;АПАНОВКА,Апановка;{"name": "Апановка","statCode": "2709939","country": "Казахстан"}
245;АПАТИТЫ 1,Апатиты 1;{"name": "Апатиты 1","statCode": "2004717"}
246;АПГУЛДЕ,Апгулде;{"name": "Апгулде","statCode": "2500300","country": "Латвия"}
247;АПЕТЕНОК,Апетенок;{"name": "Апетенок","statCode": "2048031","country": "Россия"}
248;АПОЛЛОНОВКА,Апалоновка;{"name": "Апалоновка","statCode": "2100857","country": "Беларусь"}
249;АПОЛЛОНСК,Аполлонская;{"name": "Аполлонская","statCode": "2064038"}
250;АПОСТОЛОВО,Апостолово;{"name": "Апостолово","statCode": "2210830","country": "Украина"}
251;АППАРАТНАЯ,Аппаратная;{"name": "Аппаратная","statCode": "2030054"}
252;АПРЕЛКОВО,Апрелково;{"name": "Апрелково","statCode": "2050404","country": "Россия"}
253;АРАБАТУК,Арабатук;{"name": "Арабатук","statCode": "2050388","country": "Россия"}
254;АРАЙШИ,Арайши;{"name": "Арайши","statCode": "2500172","country": "Латвия"}
255;АРАЛ КУМ,Арал-Кум;{"name": "Арал-Кум","statCode": "2704895","country": "Казахстан"}
256;АРАЛ МОРЕ,Аральское Море;{"name": "Аральское Море","statCode": "2704950","country": "Казахстан"}
257;АРАМИЛЬ,Арамиль;{"name": "Арамиль","statCode": "2030059"}
258;АРАМОГОЙТ,Арамогойтуй;{"name": "Арамогойтуй","statCode": "2050389","country": "Россия"}
259;АРАНЕЦ,Аранец;{"name": "Аранец","statCode": "2011201","country": "Россия"}
260;АРАСЛАНОВО,Арасланово;{"name": "Арасланово","statCode": "2040461","country": "Россия"}
261;АРБЕКОВО,Арбеково;{"name": "Арбеково","statCode": "2024781","country": "Россия"}
262;АРБУЗОВКА,Арбузовка;{"name": "Арбузовка","statCode": "2044833","country": "Россия"}
263;АРБУЗОВО,Арбузово;{"name": "Арбузово","statCode": "2000276","country": "Россия"}
264;АРГА,Арга;{"name": "Арга","statCode": "2050474","country": "Россия"}
265;АРГАЗА,Аргаза;{"name": "Аргаза","statCode": "2038280","country": "Россия"}
266;АРГАНАТЫ,Арганаты;{"name": "Арганаты","statCode": "2700767","country": "Казахстан"}
267;АРГАЯШ,Аргаяш;{"name": "Аргаяш","statCode": "2040476"}
268;АРГИДЖЕК,Аргиджек;{"name": "Аргиджек","statCode": "2038762","country": "Россия"}
269;АРГУНОВСКИ,Разъезд Аргуновский;{"name": "Разъезд Аргуновский","statCode": "2024718","country": "Россия"}
270;АРДАТОВ,Ардатов;{"name": "Ардатов","statCode": "2060577","country": "Россия"}
271;АРДАШИ,Ардаши;{"name": "Ардаши","statCode": "2060499"}
272;АРЗАМАС 1,Арзамас 1;{"name": "Арзамас 1","statCode": "2060396"}
273;АРЗАМАС 2,Арзамас 2;{"name": "Арзамас 2","statCode": "2060390"}
274;АРЗАМАС,Арзамас;{"name": "Арзамас","statCode": "2060320"}
275;АРЗИНКА,Арзинка;{"name": "Арзинка","statCode": "2060414"}
276;АРИСТОВО,Аристово;{"name": "Аристово","statCode": "2004012","country": "Россия"}
277;АРКАДАК,Аркадак;{"name": "Аркадак","statCode": "2014730"}
278;АРКАЛЫК,Аркалык;{"name": "Аркалык","statCode": "2708877"}
279;АРКАРЛЫ,Аркарлы;{"name": "Аркарлы","statCode": "2708927","country": "Казахстан"}
280;АРКИНО,Аркино;{"name": "Аркино","statCode": "2000825","country": "Россия"}
281;АРЛЮК,Арлюк;{"name": "Арлюк","statCode": "2028038"}
282;АРМАВИР Р,Армавир Ростовский;{"name": "Армавир Ростовский","statCode": "2064240"}
283;АРМАВИР Т,Армавир Туапсинский;{"name": "Армавир Туапсинский","statCode": "2064290"}
284;АРМАВИР Т,Армавир;{"name": "Армавир","statCode": "2064291"}
285;АРМЕНКИ,Арменки;{"name": "Арменки","statCode": "2010293"}
286;АРМЯЗЬ,Армязь;{"name": "Армязь","statCode": "2060535","country": "Россия"}
287;АРМЯНСК,Армянск;{"name": "Армянск","statCode": "2078685"}
288;АРОМАТНАЯ,Ароматная;{"name": "Ароматная","statCode": "2210767","country": "Украина"}
289;АРСЕНТЬЕВК,Арсентьевка;{"name": "Арсентьевка","statCode": "2068537"}
290;АРСЕНЬЕВ,Арсеньев;{"name": "Арсеньев","statCode": "2034687"}
291;АРСК,Арск;{"name": "Арск","statCode": "2060623"}
292;АРТЕЗИАН,Артезиан;{"name": "Артезиан","statCode": "2064116","country": "Россия"}
293;АРТЕМОВО,Артемово;{"name": "Артемово","statCode": "2004475","country": "Россия"}
294;АРТЕМОВСК2,Артемовск 2;{"name": "Артемовск 2","statCode": "2214180","country": "Украина"}
295;АРТЕУШКА,Артеушка;{"name": "Артеушка","statCode": "2050427","country": "Россия"}
296;АРТЫШТА 1,Артышта 1;{"name": "Артышта 1","statCode": "2028089"}
297;АРТЫШТА 2,Артышта 2;{"name": "Артышта 2","statCode": "2028091"}
298;АРТЫШТА,Артышта;{"name": "Артышта","statCode": "2028055"}
299;АРХАНГЕЛ Г,Архангельск Город;{"name": "Архангельск Город","statCode": "2010400"}
300;АРХАНГЕЛЬСК,Архангельск;{"name": "Архангельск","statCode": "2010441"}
301;АРХАРА,Архара;{"name": "Архара","statCode": "2034570"}
302;АРХИПОВКА,Архиповка;{"name": "Архиповка","statCode": "2030495","country": "Россия"}
303;АРЦЫЗ,Арцыз;{"name": "Арцыз","statCode": "2208490","country": "Украина"}
304;АРЧЕДА,Арчеда;{"name": "Арчеда","statCode": "2020830"}
